BatteryMass,canard_mass,CfgID,ConstraintsTest,CostPerFlight,CruiseSpeed,ENominal,EReserve,fuselage_mass,GUID,hops,hops,loiterTime,loiterTime,MaxTakeoffMass,MotorMass,payload_mass,prop_mass,Range,RotorRadius,tNominal,toolCostPerVehicle,tReserve,Vehicle,wing_mass,wire_mass
909.968109092,1000.0,TestConstraints,0.0,890.616401974,78.2518910024,217.494590767,283.431370986,1000.0,57be2383-abe2-4e6a-b779-8fb05b854932,2.0,2.0,1020.0,1020.0,2892.85500452,811.999042815,550.0,50.0,168687.158655,6.65339531049,2335.69434162,2000.0,3535.69434162,0.0,1000.0,250.0
243.606115597,1000.0,TestConstraints,0.0,519.827878012,44.3321594231,62.3315399184,80.3251738086,1000.0,4e109af8-f929-4ae5-9a02-659b24cb0d80,2.0,2.0,1020.0,1020.0,4361.47197324,569.296339493,550.0,50.0,162860.646012,2.67697270418,3853.64568139,2000.0,5053.64568139,0.0,1000.0,250.0
177.049938447,1000.0,TestConstraints,0.0,420.841988935,75.93138437,143.063915929,250.592683163,1000.0,e79503b8-14bd-418a-9c05-0a88b54dcce9,2.0,2.0,1020.0,1020.0,5101.78885206,553.330771489,550.0,50.0,46095.3822307,8.67255940818,787.066269279,2000.0,1987.06626928,0.0,1000.0,250.0
828.194016479,1000.0,TestConstraints,0.0,381.454431834,30.6106758804,398.237157179,481.056934295,1000.0,4be4d391-dff0-4e0e-aaa0-e929efce4f5c,2.0,2.0,1020.0,1020.0,7914.52867366,632.478461257,550.0,50.0,137204.103251,1.41131043087,4662.23044101,2000.0,5862.23044101,1.0,1000.0,250.0
908.773779533,1000.0,TestConstraints,0.0,1901.41836941,61.4502379288,227.408075823,357.80487503,1000.0,1ab6f189-521b-4d2d-a272-3a1bae460831,2.0,2.0,1020.0,1020.0,2451.45211316,320.686619554,550.0,50.0,181195.923932,9.64395867953,3128.66106364,2000.0,4328.66106364,0.0,1000.0,250.0
26.7163743078,1000.0,TestConstraints,0.0,79.452152703,67.039683717,129.302841271,217.988926605,1000.0,07053dae-14d7-4700-bf40-bb0c0f779264,2.0,2.0,1020.0,1020.0,7009.57934695,892.746872083,550.0,50.0,56281.7945615,1.12715061226,1019.52953596,2000.0,2219.52953596,1.0,1000.0,250.0
501.229707111,1000.0,TestConstraints,0.0,207.022977261,57.7404016825,115.322284178,144.529406989,1000.0,5919fa03-141d-422d-800e-390694c52cd9,2.0,2.0,1020.0,1020.0,1372.38868549,632.875922443,550.0,50.0,175239.634159,1.62106104719,3214.95696345,2000.0,4414.95696345,1.0,1000.0,250.0
932.736364208,1000.0,TestConstraints,0.0,316.043831839,37.0405540789,256.943972096,335.332081198,1000.0,ce8b6437-5481-4803-8a6b-b3e6344f8765,2.0,2.0,1020.0,1020.0,6552.75749396,481.283302303,550.0,50.0,132760.160409,1.92748366837,3764.18397646,2000.0,4964.18397646,1.0,1000.0,250.0
682.686243628,1000.0,TestConstraints,0.0,468.841937565,70.6039634561,124.787637926,170.841799807,1000.0,f5b6e2aa-4296-46cb-aeed-5f6a5be28c6a,2.0,2.0,1020.0,1020.0,6650.88787672,63.3325610165,550.0,50.0,103667.954829,5.30659236363,1648.30219941,2000.0,2848.30219941,0.0,1000.0,250.0
882.001607605,1000.0,TestConstraints,0.0,778.25647384,72.6396395701,168.023995543,222.939648024,1000.0,cf1e3ead-91d9-4dfe-82cb-12ecd65a401a,2.0,2.0,1020.0,1020.0,618.713628714,700.791091689,550.0,50.0,156245.869215,6.03287453569,2330.97252877,2000.0,3530.97252877,0.0,1000.0,250.0
824.636669785,1000.0,TestConstraints,0.0,355.877155705,46.8912577519,134.075490634,271.0780711,1000.0,1505eae2-f0c0-49af-84f5-128af5e20109,2.0,2.0,1020.0,1020.0,730.7743009,967.726421227,550.0,50.0,11592.8002347,9.91344736066,427.227325316,2000.0,1627.22732532,0.0,1000.0,250.0
757.045788136,1000.0,TestConstraints,0.0,608.301925711,45.7709751391,72.873101983,104.342552891,1000.0,542b5cd5-3361-4463-a655-0ea94f796b8a,2.0,2.0,1020.0,1020.0,9284.78256078,254.830091875,550.0,50.0,130779.884304,3.95698458521,3037.26672648,2000.0,4237.26672648,0.0,1000.0,250.0
145.180823617,1000.0,TestConstraints,0.0,181.186196533,61.5101193256,285.969119254,378.31497604,1000.0,2c84d253-8b04-478f-8f13-9658bbe39b20,2.0,2.0,1020.0,1020.0,2051.95662473,3.10605978124,550.0,50.0,157418.025835,5.3289045211,2739.22159737,2000.0,3939.22159737,1.0,1000.0,250.0
215.877460173,1000.0,TestConstraints,0.0,134.804396346,49.2269091903,186.551367613,430.354464362,1000.0,86627072-7b0f-4bd9-b23a-f68b1144d5d6,2.0,2.0,1020.0,1020.0,8235.16119748,871.367949342,550.0,50.0,36874.1806962,7.85156559585,929.065527426,2000.0,2129.06552743,1.0,1000.0,250.0
194.832296778,1000.0,TestConstraints,0.0,255.149638442,48.1430431554,537.015732819,903.534985418,1000.0,2df70f9f-0ae8-4621-b3e0-af3074f3bef3,2.0,2.0,1020.0,1020.0,3023.74585741,377.984135281,550.0,50.0,73698.7360649,9.65187046382,1710.82836552,2000.0,2910.82836552,1.0,1000.0,250.0
34.3199252963,1000.0,TestConstraints,0.0,126.761014395,36.6330338893,40.5514650499,54.3944378156,1000.0,af0918b9-fb22-4ed9-b1c2-cf3d43401dc4,2.0,2.0,1020.0,1020.0,1410.66683593,336.601691045,550.0,50.0,116789.278227,1.32576508156,3368.08642986,2000.0,4568.08642986,1.0,1000.0,250.0
656.637432553,1000.0,TestConstraints,0.0,297.561436341,65.39295674,72.133562574,116.853136709,1000.0,c1a8340b-dd52-4d64-bd0e-6cf6331bbbc2,2.0,2.0,1020.0,1020.0,5686.39513388,444.747406723,550.0,50.0,49947.9333058,5.23880600815,943.81212589,2000.0,2143.81212589,0.0,1000.0,250.0
759.62934163,1000.0,TestConstraints,0.0,409.672849485,64.7695345616,86.4419374403,129.020887626,1000.0,133794b5-8a98-4765-9315-84411c7b81a0,2.0,2.0,1020.0,1020.0,4310.51502047,834.581216743,550.0,50.0,76806.3063771,5.12073182335,1365.84002335,2000.0,2565.84002335,0.0,1000.0,250.0
524.6060314,1000.0,TestConstraints,0.0,1802.60312403,52.1135593285,184.529970222,303.863243336,1000.0,a1d12435-41d2-47f6-bc70-86fbb9a7820d,2.0,2.0,1020.0,1020.0,5600.73781773,185.082793591,550.0,50.0,163591.122624,9.16646965357,3319.12779576,2000.0,4519.12779576,0.0,1000.0,250.0
349.793028824,1000.0,TestConstraints,0.0,572.21826108,77.7192240073,173.917353975,281.776506878,1000.0,d6178877-fc01-439b-98b2-816e2f998404,2.0,2.0,1020.0,1020.0,8918.04656714,222.959361111,550.0,50.0,69963.9371945,8.63434759808,1080.21404727,2000.0,2280.21404727,0.0,1000.0,250.0
90.8602637549,1000.0,TestConstraints,0.0,227.023158371,70.7778010272,122.077668728,139.774424334,1000.0,14dbfbcb-6391-476a-bb17-d63e82d423e4,2.0,2.0,1020.0,1020.0,7943.21846644,337.28468393,550.0,50.0,130233.468147,1.69616066322,2020.0326975,2000.0,3220.0326975,0.0,1000.0,250.0
991.326636648,1000.0,TestConstraints,0.0,1159.40271851,31.6300925569,119.580626889,237.488942494,1000.0,12793d28-e850-4976-a0b3-dc9ab6d41c45,2.0,2.0,1020.0,1020.0,502.815957325,559.431295328,550.0,50.0,57104.2456057,9.1604427034,1985.37712633,2000.0,3185.37712633,0.0,1000.0,250.0
656.298814475,1000.0,TestConstraints,0.0,117.13017645,72.7394042852,28.1827802912,41.3815609264,1000.0,45c2103e-e33d-40a0-a027-b8f9e9ee677d,2.0,2.0,1020.0,1020.0,3566.16696962,318.957332879,550.0,50.0,29256.3925337,0.622062405847,582.208305404,2000.0,1782.2083054,0.0,1000.0,250.0
807.730195275,1000.0,TestConstraints,0.0,151.235246838,61.5146082038,131.636120729,288.393220588,1000.0,8603c3f9-e77d-487c-b5cc-a54632555cc0,2.0,2.0,1020.0,1020.0,8068.36493712,723.913254847,550.0,50.0,40504.309394,4.75662923264,838.450253959,2000.0,2038.45025396,1.0,1000.0,250.0
595.477013402,1000.0,TestConstraints,0.0,227.265493993,62.2780450778,366.781275864,493.982222532,1000.0,3c1686c7-89f0-4e9b-a014-a3077a3d7bf6,2.0,2.0,1020.0,1020.0,3260.81147942,142.187934655,550.0,50.0,144135.020364,4.40562724306,2494.37933198,2000.0,3694.37933198,1.0,1000.0,250.0
424.141654342,1000.0,TestConstraints,0.0,2215.6117064,34.5603864012,130.233343422,238.424868999,1000.0,32a5905c-20c2-45f3-a2e1-89d2f2f9c9bb,2.0,2.0,1020.0,1020.0,5899.10922621,371.914814058,550.0,50.0,149150.093633,8.69114677287,4495.63732829,2000.0,5695.63732829,0.0,1000.0,250.0
572.58735313,1000.0,TestConstraints,0.0,258.779293842,54.7001142853,206.256537306,274.491335428,1000.0,769501b8-f99a-4796-ad0f-f13d74b05f73,2.0,2.0,1020.0,1020.0,352.856916983,444.876409902,550.0,50.0,191812.838396,3.8301383149,3686.62591664,2000.0,4886.62591664,1.0,1000.0,250.0
167.436177599,1000.0,TestConstraints,0.0,289.318960452,35.2888790851,123.749607011,149.168165702,1000.0,f9d5d6ee-7287-447f-b372-bfabe15d0176,2.0,2.0,1020.0,1020.0,2863.63946847,905.914307296,550.0,50.0,186452.339463,1.3529913096,5463.60050807,2000.0,6663.60050807,1.0,1000.0,250.0
411.112123292,1000.0,TestConstraints,0.0,320.68792925,34.3669846784,335.701845211,415.140151291,1000.0,3415963e-72f3-4801-8ef8-c644de6df9f0,2.0,2.0,1020.0,1020.0,9256.8510685,693.292224047,550.0,50.0,146630.531987,1.91671532278,4446.61033428,2000.0,5646.61033428,1.0,1000.0,250.0
591.321893171,1000.0,TestConstraints,0.0,356.926303646,54.0192628279,60.7025713821,103.596659741,1000.0,e458dbcb-4689-4fc4-8b9c-de4b05ac57c6,2.0,2.0,1020.0,1020.0,3289.3569987,998.400995945,550.0,50.0,55038.6506385,5.1709614434,1198.87082047,2000.0,2398.87082047,0.0,1000.0,250.0
928.187440776,1000.0,TestConstraints,0.0,2877.43532027,43.8624747422,185.034037344,322.724910587,1000.0,bfa1c4b9-c845-4d25-93f4-4a801ec3169b,2.0,2.0,1020.0,1020.0,1114.33964962,884.581456076,550.0,50.0,191044.155349,9.93656520706,4535.526141,2000.0,5735.526141,0.0,1000.0,250.0
590.623099535,1000.0,TestConstraints,0.0,191.369706168,63.5249662865,64.9605573293,89.4494035291,1000.0,3ff5afd9-95fb-4a15-8d0b-06d1a657c188,2.0,2.0,1020.0,1020.0,9655.48912741,551.067193107,550.0,50.0,70724.4844985,1.12411035734,1293.33368017,2000.0,2493.33368017,0.0,1000.0,250.0
879.367511725,1000.0,TestConstraints,0.0,513.936390594,42.6155564949,80.2771705661,155.35730078,1000.0,12a0ca26-d033-4e8b-9e38-23ac20adcb5c,2.0,2.0,1020.0,1020.0,7562.51915971,709.887462376,550.0,50.0,41925.5380769,7.07320828496,1163.80829737,2000.0,2363.80829737,0.0,1000.0,250.0
961.865381856,1000.0,TestConstraints,0.0,164.841884039,65.6998078561,143.592096253,356.256812848,1000.0,bcb7c080-ef01-4419-82f9-07757f1bf576,2.0,2.0,1020.0,1020.0,5791.70017202,345.248721549,550.0,50.0,32268.1470984,7.86257190979,671.145227838,2000.0,1871.14522784,1.0,1000.0,250.0
699.755852209,1000.0,TestConstraints,0.0,893.339493615,33.55249167,55.7904350204,90.288284217,1000.0,8372b6c0-ee36-40ac-9b12-688a652c8632,2.0,2.0,1020.0,1020.0,8920.48835578,521.753988456,550.0,50.0,137467.490206,4.27578227929,4277.08738051,2000.0,5477.08738051,0.0,1000.0,250.0
402.10797722,1000.0,TestConstraints,0.0,85.3318706217,43.0226563333,29.6441307143,85.2426263231,1000.0,f09afe1c-b1bc-4560-93a7-86f3f52179d2,2.0,2.0,1020.0,1020.0,2623.20123798,848.167914442,550.0,50.0,22400.1211778,3.42550189205,700.658720007,2000.0,1900.65872001,1.0,1000.0,250.0
326.467880964,1000.0,TestConstraints,0.0,793.410774305,75.8973523401,205.434603605,317.08404087,1000.0,d4907af7-11f4-464e-abbd-adc2e30746e1,2.0,2.0,1020.0,1020.0,8938.99231775,88.4632984769,550.0,50.0,100728.082865,8.79887176053,1507.16201237,2000.0,2707.16201237,0.0,1000.0,250.0
609.415062649,1000.0,TestConstraints,0.0,1807.54112174,66.8396941542,262.674857066,397.207590006,1000.0,e23a70cb-9e2b-42b2-9a49-7e9ff6bddd22,2.0,2.0,1020.0,1020.0,6013.77533281,461.291244313,550.0,50.0,184152.262474,9.76824557493,2935.1332304,2000.0,4135.1332304,0.0,1000.0,250.0
369.77355497,1000.0,TestConstraints,0.0,218.576251045,41.9712595571,264.865065272,379.2796092,1000.0,b20cae77-daa6-4439-bf0b-0ca596348243,2.0,2.0,1020.0,1020.0,7510.64402287,323.274900638,550.0,50.0,108453.879144,4.18804662231,2764.00344161,2000.0,3964.00344161,1.0,1000.0,250.0
781.396792323,1000.0,TestConstraints,0.0,309.222663065,59.3336350078,63.831956,79.3801112496,1000.0,5ea0a5a0-844e-477b-8c65-4b97ed222049,2.0,2.0,1020.0,1020.0,5149.7942869,969.780948384,550.0,50.0,97636.9296286,2.12587710902,1825.55786302,2000.0,3025.55786302,0.0,1000.0,250.0
174.132284123,1000.0,TestConstraints,0.0,257.096334949,46.4853783197,549.38315584,752.917308808,1000.0,2e137ae3-3232-4c9a-9512-311fd1d47cb4,2.0,2.0,1020.0,1020.0,1568.01994922,271.222680394,550.0,50.0,134840.919087,5.75554351672,3080.71682669,2000.0,4280.71682669,1.0,1000.0,250.0
655.019253469,1000.0,TestConstraints,0.0,367.582459439,38.6448587238,719.980474071,1072.58599902,1000.0,85db3e91-4b44-41cd-aa56-2a1cce91f197,2.0,2.0,1020.0,1020.0,2868.81401674,891.077301372,550.0,50.0,92184.9522543,7.14075492123,2565.43897684,2000.0,3765.43897684,1.0,1000.0,250.0
284.661559266,1000.0,TestConstraints,0.0,1050.10946702,58.1636035775,147.052237528,215.928924423,1000.0,7e5aa860-fcd0-451c-b087-c5b59c208ff5,2.0,2.0,1020.0,1020.0,2586.98272998,459.625479267,550.0,50.0,165084.51528,6.82302172476,3018.27866786,2000.0,4218.27866786,0.0,1000.0,250.0
102.14788525,1000.0,TestConstraints,0.0,439.69241291,55.4946183895,1629.98011019,2277.27428989,1000.0,53a02a0c-dc99-4e4e-ad37-731ca8c66324,2.0,2.0,1020.0,1020.0,7503.24767262,358.318774685,550.0,50.0,130822.546445,8.31731476345,2537.39158574,2000.0,3737.39158574,1.0,1000.0,250.0
785.391401588,1000.0,TestConstraints,0.0,479.093753223,43.7154431786,65.5224744628,122.756282692,1000.0,5aac2c57-f9bd-43b5-9a25-e14ccee3d3e0,2.0,2.0,1020.0,1020.0,1559.0823307,33.1005456258,550.0,50.0,53029.065791,6.16215691888,1393.05108527,2000.0,2593.05108527,0.0,1000.0,250.0
189.243820186,1000.0,TestConstraints,0.0,533.979422497,30.9544239001,2250.660401,3128.97880314,1000.0,3ed67a1e-f7fb-4a44-b505-450f9327a294,2.0,2.0,1020.0,1020.0,7338.26820035,256.429642643,550.0,50.0,98042.5882764,6.40691142375,3347.32072264,2000.0,4547.32072264,1.0,1000.0,250.0
146.545896934,1000.0,TestConstraints,0.0,621.202177035,43.5676265489,2838.59665904,4206.40287488,1000.0,156364d1-f11b-496e-968c-6958ddc31aab,2.0,2.0,1020.0,1020.0,9648.98032478,444.274309769,550.0,50.0,99454.0065525,8.79613292446,2462.75016177,2000.0,3662.75016177,1.0,1000.0,250.0
273.124273882,1000.0,TestConstraints,0.0,507.341629567,48.1216142949,77.6657170872,98.6376351576,1000.0,25d9f138-8966-4200-99cb-fd55ea9b00dc,2.0,2.0,1020.0,1020.0,5792.38223846,149.361550281,550.0,50.0,166648.505491,2.97685552401,3643.06972308,2000.0,4843.06972308,0.0,1000.0,250.0
631.139646083,1000.0,TestConstraints,0.0,151.973908961,65.8749635389,34.1915611492,44.7556297793,1000.0,4013e99d-20a6-4321-841f-493d97cbfa0c,2.0,2.0,1020.0,1020.0,2955.42629085,735.828915093,550.0,50.0,46630.7358341,1.01529027295,887.86734943,2000.0,2087.86734943,0.0,1000.0,250.0
60.8583341903,1000.0,TestConstraints,0.0,330.381201958,37.9100966925,36.1288603745,55.6605419063,1000.0,916d0add-ec38-48a0-8654-6d086a7e0f68,2.0,2.0,1020.0,1020.0,8213.3609453,867.980853953,550.0,50.0,90061.9968843,2.387147142,2555.67309878,2000.0,3755.67309878,0.0,1000.0,250.0
862.333088462,1000.0,TestConstraints,0.0,327.236647697,78.3442200076,133.757044756,145.49864317,1000.0,1246a3eb-0d2e-49c6-8763-aa085e6a9d9d,2.0,2.0,1020.0,1020.0,959.259824096,704.657673627,550.0,50.0,143157.768571,1.92273970743,2007.29202687,2000.0,3207.29202687,0.0,1000.0,250.0
914.320917813,1000.0,TestConstraints,0.0,1761.89461172,61.3266020513,215.405200203,348.652119703,1000.0,be4d9543-9199-4ab8-84f6-fb88c258d2d4,2.0,2.0,1020.0,1020.0,1081.74516635,618.681984436,550.0,50.0,160816.436531,9.76675485086,2802.29491203,2000.0,4002.29491203,0.0,1000.0,250.0
415.787946681,1000.0,TestConstraints,0.0,100.783145735,66.5582466163,156.978442974,294.196137234,1000.0,d7c70609-1ca0-4d4d-84f2-58e7643b8701,2.0,2.0,1020.0,1020.0,9074.26715576,164.411795093,550.0,50.0,44271.0986905,1.18268056939,845.148211395,2000.0,2045.1482114,1.0,1000.0,250.0
79.7060337455,1000.0,TestConstraints,0.0,355.833936964,57.3547843365,79.9276154813,129.367089647,1000.0,750d85b8-9abd-4af6-a62d-54ef68cdb57b,2.0,2.0,1020.0,1020.0,7869.29591324,132.61459584,550.0,50.0,67950.4212689,5.509485217,1364.73850185,2000.0,2564.73850185,0.0,1000.0,250.0
800.601320945,1000.0,TestConstraints,0.0,117.846706013,47.4982334565,47.8714803455,176.084175648,1000.0,bfc6c499-0453-4b6d-a803-156aeda93963,2.0,2.0,1020.0,1020.0,1660.75490184,803.170056905,550.0,50.0,16630.302874,5.34189834576,530.124660724,2000.0,1730.12466072,1.0,1000.0,250.0
478.200478665,1000.0,TestConstraints,0.0,97.8377255017,37.2566385786,13.9483629988,24.7135611718,1000.0,ff7d2803-443b-4841-bd52-bc3923865f5c,2.0,2.0,1020.0,1020.0,1164.0491872,139.766806161,550.0,50.0,45246.8271478,0.854938721483,1394.46348554,2000.0,2594.46348554,1.0,1000.0,250.0
356.350208772,1000.0,TestConstraints,0.0,848.168255091,42.5062902495,108.182355252,201.600101265,1000.0,e9b874cd-2deb-4904-b6b8-2770723a48c5,2.0,2.0,1020.0,1020.0,7951.48523359,439.7221828,550.0,50.0,72514.5252489,7.99060413509,1885.97162969,2000.0,3085.97162969,0.0,1000.0,250.0
138.893711005,1000.0,TestConstraints,0.0,253.678356824,66.6063078019,89.3489131907,162.077226762,1000.0,9476e49d-09af-4419-8947-36880c997939,2.0,2.0,1020.0,1020.0,9929.38972489,440.19571153,550.0,50.0,31440.6734203,6.89496062518,652.037475997,2000.0,1852.037476,0.0,1000.0,250.0
594.175114276,1000.0,TestConstraints,0.0,532.118444094,53.4250945624,85.7825731017,105.574498947,1000.0,d7795644-c840-404b-8699-508516a7e1fb,2.0,2.0,1020.0,1020.0,3815.95897537,823.605870331,550.0,50.0,162797.388876,2.97742193169,3227.20824941,2000.0,4427.20824941,0.0,1000.0,250.0
