BatteryMass,canard_mass,CfgID,CostPerFlight,CruiseSpeed,ENominal,EReserve,fuselage_mass,GUID,hops,hops,loiterTime,loiterTime,MaxTakeoffMass,MotorMass,payload_mass,prop_mass,Range,RotorRadius,tNominal,toolCostPerVehicle,tReserve,Vehicle,wing_mass,wire_mass
125.036283362,1000.0,TestOperatingCost,103.466887676,51.1331865062,37.1468581738,74.2017341932,1000.0,3a3aba49-8cbe-4ccb-8918-8f7f28e602e8,2.0,2.0,1020.0,1020.0,8696.9516818,883.204707307,550.0,50.0,34893.970858,0.592037315678,862.413384382,2000.0,2062.41338438,0.0,1000.0,250.0
134.610281521,1000.0,TestOperatingCost,484.300334494,31.8403264626,49.9860392342,97.277539203,1000.0,68d9aba6-7e3b-420c-b97d-5ea591f90401,2.0,2.0,1020.0,1020.0,8646.89633886,12.5008533221,550.0,50.0,57755.1359493,5.33139343351,1993.89898804,2000.0,3193.89898804,0.0,1000.0,250.0
764.241240168,1000.0,TestOperatingCost,484.609679295,64.2159468519,134.635289775,152.448623569,1000.0,28e63dba-64a7-44ef-9c0d-bc643226cbd0,2.0,2.0,1020.0,1020.0,5344.81390863,640.569757003,550.0,50.0,184855.444234,2.53923748129,3058.65325198,2000.0,4258.65325198,0.0,1000.0,250.0
717.964198412,1000.0,TestOperatingCost,136.227444194,55.7595211129,15.3566678104,24.496560433,1000.0,52e0163e-49ae-49dd-afe7-e0a0bff35b99,2.0,2.0,1020.0,1020.0,337.710049023,293.392212302,550.0,50.0,28536.929517,1.37872638818,691.785771244,2000.0,1891.78577124,0.0,1000.0,250.0
332.007719765,1000.0,TestOperatingCost,194.212310314,43.6924525592,31.3624669403,59.6198486833,1000.0,d2a53e4e-bb55-4394-8407-a39750aec17a,2.0,2.0,1020.0,1020.0,8765.07026695,455.178331503,550.0,50.0,33819.9537897,3.64489353544,954.045671706,2000.0,2154.04567171,0.0,1000.0,250.0
459.354304516,1000.0,TestOperatingCost,96.1652404146,53.5301985748,17.9771586833,27.5201937541,1000.0,c75fce50-95fe-44d8-9026-55ebec394b3e,2.0,2.0,1020.0,1020.0,1088.66746767,237.949313011,550.0,50.0,60847.3764943,0.753343036742,1316.69252337,2000.0,2516.69252337,1.0,1000.0,250.0
100.67387275,1000.0,TestOperatingCost,217.535864488,52.1263779209,227.603279505,307.934256936,1000.0,ef9ccbf9-60e0-43c9-ab24-40fe3a3eb613,2.0,2.0,1020.0,1020.0,8262.5459522,815.776491337,550.0,50.0,142039.751501,4.15108197789,2904.91120939,2000.0,4104.91120939,1.0,1000.0,250.0
274.553809093,1000.0,TestOperatingCost,109.702455232,58.1582592929,79.7834134314,145.736134987,1000.0,25eece08-cfc8-42ca-9a1e-ff6dd5c90c60,2.0,2.0,1020.0,1020.0,5298.92827056,838.374713115,550.0,50.0,56076.3753583,4.08904285807,1144.20312506,2000.0,2344.20312506,1.0,1000.0,250.0
315.160667195,1000.0,TestOperatingCost,322.966118458,38.5338633552,589.611064065,794.447179678,1000.0,968b95e8-651a-4096-b77e-97e5f145a92b,2.0,2.0,1020.0,1020.0,1218.93521197,205.034925503,550.0,50.0,131707.969646,6.58017854299,3597.97987999,2000.0,4797.97987999,1.0,1000.0,250.0
860.951289507,1000.0,TestOperatingCost,306.324992862,31.2351086965,307.096779548,430.722751995,1000.0,dafa53c9-e3f2-4897-9632-c6d66815d3c3,2.0,2.0,1020.0,1020.0,8011.51761145,125.072871365,550.0,50.0,96423.0799998,4.61267238811,3267.00958708,2000.0,4467.00958708,1.0,1000.0,250.0
622.466397536,1000.0,TestOperatingCost,124.774876378,73.1979082654,40.2827646098,61.0577220905,1000.0,6f887f02-50b5-44e6-9dd2-1b113e44a2b3,2.0,2.0,1020.0,1020.0,1459.64129464,848.843144887,550.0,50.0,68816.6241163,2.52808443611,1120.144681,2000.0,2320.144681,1.0,1000.0,250.0
377.873214634,1000.0,TestOperatingCost,759.871949335,44.3836577536,97.2571887587,176.929463699,1000.0,cb334381-1beb-4dd5-aae9-690726cddff6,2.0,2.0,1020.0,1020.0,7541.43413403,840.867811078,550.0,50.0,75306.6853449,7.31611676411,1876.72102653,2000.0,3076.72102653,0.0,1000.0,250.0
473.993815129,1000.0,TestOperatingCost,772.942138603,42.1596700285,1783.1605816,2219.89756019,1000.0,e68179ae-ebab-411f-b1b6-3050fd7e2013,2.0,2.0,1020.0,1020.0,8164.34373863,567.130204597,550.0,50.0,197331.283585,9.35397429582,4860.56992505,2000.0,6060.56992505,1.0,1000.0,250.0
773.435837795,1000.0,TestOperatingCost,318.797203132,62.9307620791,91.3934605606,101.517711502,1000.0,e750a442-cee7-474f-98fb-82606872f8c8,2.0,2.0,1020.0,1020.0,1565.48385329,31.1666743337,550.0,50.0,149437.754292,1.46864275504,2554.63760734,2000.0,3754.63760734,0.0,1000.0,250.0
478.869286854,1000.0,TestOperatingCost,1882.12949057,69.0828190266,293.226784791,432.263721421,1000.0,162c6b38-4a4f-4405-925f-45aa7f5443e6,2.0,2.0,1020.0,1020.0,8799.36157727,631.320948867,550.0,50.0,194109.218905,9.90928060292,2989.80454533,2000.0,4189.80454533,0.0,1000.0,250.0
509.870858339,1000.0,TestOperatingCost,357.328445229,69.1239108514,695.792986891,912.950859714,1000.0,f3f34251-6905-481e-b391-27bb32f10334,2.0,2.0,1020.0,1020.0,8524.93053445,186.869222811,550.0,50.0,159160.904912,8.57713855935,2482.54484955,2000.0,3682.54484955,1.0,1000.0,250.0
426.266106121,1000.0,TestOperatingCost,179.360325888,74.4441719379,59.8534427148,92.0215195372,1000.0,529c5654-ab47-431f-ad45-623269761b58,2.0,2.0,1020.0,1020.0,8177.51061545,703.983759255,550.0,50.0,37534.2910127,4.0941116981,684.193814447,2000.0,1884.19381445,0.0,1000.0,250.0
626.671011612,1000.0,TestOperatingCost,146.816194756,33.9329502626,164.344074453,438.263647527,1000.0,26d017ed-ecff-4c9f-82b0-ba912feb8a2b,2.0,2.0,1020.0,1020.0,3397.03585475,375.983577466,550.0,50.0,23520.4789696,7.16324980235,873.145711987,2000.0,2073.14571199,1.0,1000.0,250.0
951.7487293,1000.0,TestOperatingCost,454.75508298,48.1830603764,52.8927844245,82.248627479,1000.0,79b6d565-1839-4030-b315-1fd6bab95280,2.0,2.0,1020.0,1020.0,3603.10531632,718.812855887,550.0,50.0,84465.16653,4.04292705193,1933.00543117,2000.0,3133.00543117,0.0,1000.0,250.0
306.006794689,1000.0,TestOperatingCost,559.856418624,58.7475451508,99.5413049083,141.903113128,1000.0,f63778eb-767b-4eb1-a5b9-c86baf7902aa,2.0,2.0,1020.0,1020.0,2357.28276313,378.038621526,550.0,50.0,122508.679279,5.15421454687,2265.34125067,2000.0,3465.34125067,0.0,1000.0,250.0
408.332384002,1000.0,TestOperatingCost,282.962661132,38.2962433196,166.21501775,208.81341115,1000.0,cc51b6ac-e332-4aab-a06a-73b94a087f18,2.0,2.0,1020.0,1020.0,3588.40547074,956.668040442,550.0,50.0,159048.78778,1.3121391463,4333.1172249,2000.0,5533.1172249,1.0,1000.0,250.0
993.550394169,1000.0,TestOperatingCost,425.890639691,30.9096979827,519.920771374,618.872609973,1000.0,f30fe9d2-0236-4d7b-a285-12c7bd6d8358,2.0,2.0,1020.0,1020.0,7612.67702648,425.587531012,550.0,50.0,154163.44991,1.23893552612,5167.54306808,2000.0,6367.54306808,1.0,1000.0,250.0
182.15069638,1000.0,TestOperatingCost,499.142868357,47.6246114599,64.6033771086,94.5159262858,1000.0,28b3fc8f-f75a-4d9f-ad6a-d4d2f58a6c40,2.0,2.0,1020.0,1020.0,4298.76032287,695.332078397,550.0,50.0,116120.229891,4.06748852191,2618.23994214,2000.0,3818.23994214,0.0,1000.0,250.0
203.148497901,1000.0,TestOperatingCost,160.128069739,50.0274019039,38.8871928721,55.8821292912,1000.0,6d567938-1dc0-4962-b438-072426dfd825,2.0,2.0,1020.0,1020.0,6103.89304998,187.366781989,550.0,50.0,70072.9709176,0.948808770877,1580.69178592,2000.0,2780.69178592,0.0,1000.0,250.0
184.758371194,1000.0,TestOperatingCost,285.514815619,36.4928988099,708.573555197,1093.77813535,1000.0,61f21f24-a007-48c9-b98b-cc2c9a9d36c9,2.0,2.0,1020.0,1020.0,2887.34406574,239.529850553,550.0,50.0,80112.7453794,7.83181603016,2375.29683835,2000.0,3575.29683835,1.0,1000.0,250.0
997.492150878,1000.0,TestOperatingCost,2834.41732045,32.3610322536,137.18918364,251.679236855,1000.0,d03ee8f2-ef00-46aa-8d04-6281f0470be0,2.0,2.0,1020.0,1020.0,7688.03678344,403.811090554,550.0,50.0,167368.312215,8.93765624073,5351.90894602,2000.0,6551.90894602,0.0,1000.0,250.0
139.935080097,1000.0,TestOperatingCost,458.373181161,56.5950784346,97.9162016017,119.501880707,1000.0,709991bf-2b7a-4b26-9500-7af2a371ba05,2.0,2.0,1020.0,1020.0,5274.17074604,715.083652662,550.0,50.0,160509.014618,3.10340311626,3016.09492304,2000.0,4216.09492304,0.0,1000.0,250.0
112.043896288,1000.0,TestOperatingCost,203.676803813,39.5972768792,157.374828486,202.017687456,1000.0,d89b7aef-6889-4786-9ab5-7944d1c28a05,2.0,2.0,1020.0,1020.0,2511.74655674,488.437022561,550.0,50.0,157171.451619,2.41526049465,4149.24899906,2000.0,5349.24899906,1.0,1000.0,250.0
974.436309299,1000.0,TestOperatingCost,718.632026391,49.6362967605,127.593336598,242.534943272,1000.0,416aa68d-8ff2-44e4-be52-f27f1c4de14e,2.0,2.0,1020.0,1020.0,5617.06756878,569.685396013,550.0,50.0,49952.4912143,8.98341976356,1186.37022652,2000.0,2386.37022652,0.0,1000.0,250.0
453.622797621,1000.0,TestOperatingCost,760.358013347,45.8020965613,87.1871262671,116.839048537,1000.0,59a74d7f-6a6c-4666-b996-416a9ac74dad,2.0,2.0,1020.0,1020.0,8373.57112738,826.869174207,550.0,50.0,175980.227228,3.82608345757,4022.18715823,2000.0,5222.18715823,0.0,1000.0,250.0
722.299210844,1000.0,TestOperatingCost,435.778342405,54.4330558461,835.500071603,1204.23130221,1000.0,e55ff406-5bfc-4a8c-9a37-239656196cc2,2.0,2.0,1020.0,1020.0,7644.62262091,597.774375226,550.0,50.0,118253.53399,9.8033082091,2352.45811671,2000.0,3552.45811671,1.0,1000.0,250.0
108.709010857,1000.0,TestOperatingCost,90.2455925831,35.8673358233,80.5812775104,147.506212598,1000.0,326c2e90-8279-405c-85f8-616157522b28,2.0,2.0,1020.0,1020.0,8571.14497999,202.294715634,550.0,50.0,44839.2613455,2.83031915017,1430.14195552,2000.0,2630.14195552,1.0,1000.0,250.0
536.559229296,1000.0,TestOperatingCost,828.652672696,52.317960245,116.456167859,151.799430381,1000.0,d553f52b-37de-48a1-89fd-616c0ff32562,2.0,2.0,1020.0,1020.0,7612.76858499,777.851095871,550.0,50.0,188869.945202,4.41800361293,3790.0403058,2000.0,4990.0403058,0.0,1000.0,250.0
473.872381318,1000.0,TestOperatingCost,220.419774478,70.3278165125,64.2773964819,80.384504813,1000.0,0c2aaf75-2139-404c-8920-1619a50ec632,2.0,2.0,1020.0,1020.0,631.485846867,683.901695951,550.0,50.0,76262.0082865,2.66598474366,1264.37901343,2000.0,2464.37901343,0.0,1000.0,250.0
108.795518414,1000.0,TestOperatingCost,1622.55498457,55.6684746566,9848.27659957,12649.3921439,1000.0,48911793-6c32-42be-a721-8a619d8b260d,2.0,2.0,1020.0,1020.0,7318.91996333,141.962085734,550.0,50.0,182763.937071,9.06050404553,3463.07786765,2000.0,4663.07786765,1.0,1000.0,250.0
744.117171454,1000.0,TestOperatingCost,1173.02881857,78.6810021824,6699.53670931,8910.49980304,1000.0,48f2be09-dfad-458c-8327-8b0c2b0fe945,2.0,2.0,1020.0,1020.0,8480.83407452,340.271996021,550.0,50.0,142419.509234,9.80343474833,1990.08763595,2000.0,3190.08763595,1.0,1000.0,250.0
236.293622031,1000.0,TestOperatingCost,48.6262248763,73.9058549467,23.6221606564,91.6958446097,1000.0,28530a55-f77e-4b8d-a1c8-5395fa7ad585,2.0,2.0,1020.0,1020.0,1064.404587,274.130860682,550.0,50.0,18934.3743237,1.61156736875,436.195863472,2000.0,1636.19586347,1.0,1000.0,250.0
948.615853635,1000.0,TestOperatingCost,511.915478981,41.1207818628,53.9611410093,94.4473689508,1000.0,614a9881-cbc3-4df6-ad26-bc652f53ac2f,2.0,2.0,1020.0,1020.0,9425.28513416,554.728552021,550.0,50.0,70799.9207822,4.77599408726,1901.75521901,2000.0,3101.75521901,0.0,1000.0,250.0
576.86979797,1000.0,TestOperatingCost,415.538122627,38.0320254091,438.421315111,540.904679672,1000.0,115b6a29-666a-4688-bd9b-bc30fada1234,2.0,2.0,1020.0,1020.0,1361.26715214,659.930821343,550.0,50.0,194154.084816,4.70553035111,5285.01564741,2000.0,6485.01564741,1.0,1000.0,250.0
13.8656745216,1000.0,TestOperatingCost,176.377003971,35.3282692863,17.2895601569,33.9498958312,1000.0,bf757ab3-4946-47e8-8de0-967a9a03aca6,2.0,2.0,1020.0,1020.0,2849.01893971,815.147413755,550.0,50.0,39613.7932213,2.60843791755,1301.30579905,2000.0,2501.30579905,0.0,1000.0,250.0
210.760025864,1000.0,TestOperatingCost,202.688354245,74.3572551221,525.500785239,821.896008232,1000.0,3faaac96-1c6e-4571-9c37-4a853f343f8f,2.0,2.0,1020.0,1020.0,8809.94277597,958.184332445,550.0,50.0,83391.6421523,6.81374941495,1301.49973819,2000.0,2501.49973819,1.0,1000.0,250.0
236.627062292,1000.0,TestOperatingCost,221.893711097,76.4554356173,79.325463424,106.831584007,1000.0,a263cb1a-4396-4225-802b-1ffec709e290,2.0,2.0,1020.0,1020.0,2481.5693931,807.26754476,550.0,50.0,66151.2487349,3.90773773073,1045.2262354,2000.0,2245.2262354,0.0,1000.0,250.0
726.677095269,1000.0,TestOperatingCost,219.702348912,62.4855067043,356.774308792,508.957155733,1000.0,649dde0a-dd5e-4424-8239-36d9c6b71fca,2.0,2.0,1020.0,1020.0,8862.90012176,928.024126231,550.0,50.0,98142.4344203,0.959200924728,1750.64317146,2000.0,2950.64317146,1.0,1000.0,250.0
882.464439686,1000.0,TestOperatingCost,344.435005199,68.9938045779,84.5130609999,137.370038185,1000.0,1cfb0810-dbca-4ebb-87a4-c8be515ab64f,2.0,2.0,1020.0,1020.0,3576.82100946,75.4574433779,550.0,50.0,52247.0188316,5.84950403142,937.271165886,2000.0,2137.27116589,0.0,1000.0,250.0
937.929085804,1000.0,TestOperatingCost,769.779541682,43.5009140347,2393.03218329,3231.14956267,1000.0,49411147-d190-467f-8a76-5208bd3d5814,2.0,2.0,1020.0,1020.0,5844.02378711,506.764892591,550.0,50.0,137987.445385,9.89762796288,3352.05852905,2000.0,4552.05852905,1.0,1000.0,250.0
946.493825292,1000.0,TestOperatingCost,295.561912284,67.4141128728,624.864175762,951.77457492,1000.0,23b89351-8610-4029-a43b-453491981369,2.0,2.0,1020.0,1020.0,7328.77810765,135.218487313,550.0,50.0,95756.2544096,7.44886931718,1600.41851964,2000.0,2800.41851964,1.0,1000.0,250.0
75.5817528413,1000.0,TestOperatingCost,159.439969341,30.7604261673,15.2833988748,33.050291109,1000.0,41ffde21-7eb6-4b5a-9021-7dbbcdb1d3d6,2.0,2.0,1020.0,1020.0,1270.05207805,146.365022863,550.0,50.0,30346.3021403,2.86392278143,1166.53711672,2000.0,2366.53711672,0.0,1000.0,250.0
59.4514543466,1000.0,TestOperatingCost,510.392341899,48.6773315857,2206.28261942,3000.09021351,1000.0,8920f626-6eb9-4ec0-a534-d7f814401ab3,2.0,2.0,1020.0,1020.0,5217.06861299,688.531144973,550.0,50.0,139594.281635,6.33951624912,3047.74720569,2000.0,4247.74720569,1.0,1000.0,250.0
860.028085788,1000.0,TestOperatingCost,337.976368458,72.9961434155,145.060222754,154.608184159,1000.0,64056ea6-e115-4d84-832a-17d777b33e08,2.0,2.0,1020.0,1020.0,1911.17507625,220.268784916,550.0,50.0,178072.490417,1.17492957534,2619.47806124,2000.0,3819.47806124,0.0,1000.0,250.0
234.80878706,1000.0,TestOperatingCost,283.139490018,49.1019533773,949.891338835,1588.54869136,1000.0,98531e59-d09c-4325-b031-4a13545d8e6d,2.0,2.0,1020.0,1020.0,3827.83874847,865.323930203,550.0,50.0,74761.9953786,6.88099473076,1702.58698965,2000.0,2902.58698965,1.0,1000.0,250.0
188.256630859,1000.0,TestOperatingCost,1191.28419232,43.178724283,96.9657169169,149.091006078,1000.0,dd8eea1a-0237-4633-8e3a-1d821bb503b9,2.0,2.0,1020.0,1020.0,3576.65097026,721.293756211,550.0,50.0,178158.988246,5.80194258603,4306.08272255,2000.0,5506.08272255,0.0,1000.0,250.0
563.771363994,1000.0,TestOperatingCost,246.896616063,75.3031923869,504.614704736,649.536754768,1000.0,2e4a2d56-c6c9-42db-b073-1db84f462228,2.0,2.0,1020.0,1020.0,5358.83857342,110.458198816,550.0,50.0,158449.720798,5.24676980753,2284.15675319,2000.0,3484.15675319,1.0,1000.0,250.0
326.870368101,1000.0,TestOperatingCost,885.221741019,35.0517665204,60.6992809836,90.1223349707,1000.0,51a61e89-73f4-48b6-9544-5e549011d03c,2.0,2.0,1020.0,1020.0,8203.97390334,452.066960544,550.0,50.0,171849.6128,3.81285825786,5082.73757528,2000.0,6282.73757528,0.0,1000.0,250.0
216.717766296,1000.0,TestOperatingCost,430.672479112,44.8655179806,945.670665187,1260.34707769,1000.0,f0d8be32-8efe-4dfe-94ea-52c987027df8,2.0,2.0,1020.0,1020.0,9016.61611452,148.870225099,550.0,50.0,149026.770315,8.30028099531,3501.63267077,2000.0,4701.63267077,1.0,1000.0,250.0
74.6165296162,1000.0,TestOperatingCost,301.564131029,44.6340910876,44.6025532051,53.6648198705,1000.0,dcb411af-d47e-4630-90b1-95244700619c,2.0,2.0,1020.0,1020.0,1521.89410047,370.465900456,550.0,50.0,141844.692493,1.11392141663,3357.945132,2000.0,4557.945132,0.0,1000.0,250.0
877.643354438,1000.0,TestOperatingCost,288.895269323,51.8836175008,285.483693092,380.714174093,1000.0,78ed65f3-1e9c-4b68-bb8a-b06652bad630,2.0,2.0,1020.0,1020.0,7474.36163188,656.871892751,550.0,50.0,149100.143407,1.86908167892,3053.74224445,2000.0,4253.74224445,1.0,1000.0,250.0
893.237155991,1000.0,TestOperatingCost,174.218418423,78.9794446411,217.425228945,362.227213159,1000.0,b1ba31c7-60c8-40d3-8272-60e3b82d7975,2.0,2.0,1020.0,1020.0,8057.50004391,804.782243277,550.0,50.0,61261.8241975,3.57362204962,955.667953553,2000.0,2155.66795355,1.0,1000.0,250.0
293.404442128,1000.0,TestOperatingCost,183.737858544,47.3517633621,63.1357814862,129.644613351,1000.0,c042c0d3-67bf-4bf2-be32-914b53887e04,2.0,2.0,1020.0,1020.0,9389.56862369,617.566093516,550.0,50.0,12367.6185371,6.5537600709,441.186018406,2000.0,1641.18601841,0.0,1000.0,250.0
344.813000809,1000.0,TestOperatingCost,252.824347273,48.7766830256,361.108944872,532.121882394,1000.0,6b387094-5436-425a-b152-7cab96683674,2.0,2.0,1020.0,1020.0,7336.07124921,548.58159521,550.0,50.0,106201.901716,6.52686031537,2357.30881085,2000.0,3557.30881085,1.0,1000.0,250.0
419.807696069,1000.0,TestOperatingCost,235.397545756,50.1569536301,308.24109846,451.560221558,1000.0,07a310f0-20f1-4267-a9cf-bec041cc0686,2.0,2.0,1020.0,1020.0,8485.47046783,306.641865797,550.0,50.0,108580.34905,5.96140418215,2344.81148058,2000.0,3544.81148058,1.0,1000.0,250.0
592.45603983,1000.0,TestOperatingCost,665.040541428,76.612309937,198.217494767,239.157388418,1000.0,ee081979-b68c-45c2-af5b-3486910f7120,2.0,2.0,1020.0,1020.0,1539.78205285,159.491737024,550.0,50.0,188115.526103,5.06697999018,2635.42167125,2000.0,3835.42167125,0.0,1000.0,250.0
64.1068456046,1000.0,TestOperatingCost,99.8496874818,68.6690737466,351.603319443,1222.37592799,1000.0,ba3916f4-1446-4aae-bdff-809d096516c2,2.0,2.0,1020.0,1020.0,6452.47021342,116.37369885,550.0,50.0,19933.7137987,8.55894235554,470.286627024,2000.0,1670.28662702,1.0,1000.0,250.0
860.93549666,1000.0,TestOperatingCost,642.720114552,69.4946067383,149.144319834,193.102442258,1000.0,909a3c37-4753-4f68-bd70-e11b30d8a092,2.0,2.0,1020.0,1020.0,5715.52873839,832.968021099,550.0,50.0,142398.431681,5.18205836347,2229.05730624,2000.0,3429.05730624,0.0,1000.0,250.0
397.297856808,1000.0,TestOperatingCost,721.053249236,63.9146865983,168.680346142,209.756416805,1000.0,13e2f6ae-78a1-4b78-a8b8-9e0656556c1d,2.0,2.0,1020.0,1020.0,9469.34692735,370.696111677,550.0,50.0,186656.408485,4.82246333336,3100.39933886,2000.0,4300.39933886,0.0,1000.0,250.0
674.199864795,1000.0,TestOperatingCost,266.117954477,61.646212387,57.0980883407,81.5133531556,1000.0,5fc144de-424c-4693-b67e-5b28e518b041,2.0,2.0,1020.0,1020.0,6623.31641004,852.104876518,550.0,50.0,63725.493662,3.35512277469,1213.72926242,2000.0,2413.72926242,0.0,1000.0,250.0
850.529039636,1000.0,TestOperatingCost,328.566012243,52.8218373709,50.2247468694,83.1986304621,1000.0,982c209a-326b-44bd-8b0d-5a3f4eb4d366,2.0,2.0,1020.0,1020.0,1957.70565919,127.939538181,550.0,50.0,57540.8871725,4.42224434573,1269.3389938,2000.0,2469.3389938,0.0,1000.0,250.0
621.625494604,1000.0,TestOperatingCost,150.433334354,32.4490762821,221.825569366,534.35525848,1000.0,cc6e01cd-ed66-4620-b7ff-dfc14cd374b8,2.0,2.0,1020.0,1020.0,2997.67569453,691.907191303,550.0,50.0,27669.5800872,4.27245895969,1032.70778886,2000.0,2232.70778886,1.0,1000.0,250.0
739.957828866,1000.0,TestOperatingCost,590.126813104,46.5021880723,2063.35638112,2696.19410538,1000.0,d59abe71-aadc-4b84-a993-59544af8e450,2.0,2.0,1020.0,1020.0,6552.40649169,44.6113564143,550.0,50.0,161348.048384,6.76983629734,3649.68723565,2000.0,4849.68723565,1.0,1000.0,250.0
965.081597854,1000.0,TestOperatingCost,692.139764293,38.8389904699,2060.96105956,2567.76463691,1000.0,8a6830f6-b59e-48f6-93dc-1da6af1fbe30,2.0,2.0,1020.0,1020.0,6838.42363658,323.141560062,550.0,50.0,183423.679841,5.69818513893,4902.66857666,2000.0,6102.66857666,1.0,1000.0,250.0
101.416129444,1000.0,TestOperatingCost,586.640618308,34.07488642,2625.54741609,4230.94375297,1000.0,bb5af7d6-87fc-4fbf-ae54-cfeb4c27b974,2.0,2.0,1020.0,1020.0,6810.90501612,620.162001857,550.0,50.0,67183.3411584,9.85138446292,2151.63800725,2000.0,3351.63800725,1.0,1000.0,250.0
436.167140785,1000.0,TestOperatingCost,451.558698673,57.8479488391,117.92222745,221.849183652,1000.0,93e2e454-2b35-4f93-9004-d40123298b64,2.0,2.0,1020.0,1020.0,7785.2402668,494.101309352,550.0,50.0,38144.4149313,8.47694723669,839.390967126,2000.0,2039.39096713,0.0,1000.0,250.0
150.338096983,1000.0,TestOperatingCost,120.548969348,62.5849091139,169.531714331,320.079547739,1000.0,644855a9-a5b0-4861-b7b5-5cbff412584b,2.0,2.0,1020.0,1020.0,4501.24216711,819.198273914,550.0,50.0,55377.9389609,6.48289165555,1064.844921,2000.0,2264.844921,1.0,1000.0,250.0
684.057383457,1000.0,TestOperatingCost,264.445076151,57.220708714,363.460788661,561.279094433,1000.0,8607499b-54ed-4191-b337-f70133b2dac3,2.0,2.0,1020.0,1020.0,558.362249155,154.59598301,550.0,50.0,117833.052729,7.30117003843,2239.27286428,2000.0,3439.27286428,1.0,1000.0,250.0
194.911152671,1000.0,TestOperatingCost,218.502264003,55.7678810791,48.7353434742,62.5840789971,1000.0,824630a7-a644-442e-ab68-08ddbf591193,2.0,2.0,1020.0,1020.0,4622.6943431,947.482455885,550.0,50.0,84730.696494,1.80523886436,1699.34581079,2000.0,2899.34581079,0.0,1000.0,250.0
785.90996394,1000.0,TestOperatingCost,273.368797519,44.0451296499,199.758261364,242.613905197,1000.0,2c8f19d5-60b9-43f9-bd99-5b6019d77c1c,2.0,2.0,1020.0,1020.0,3812.1846129,14.0444958254,550.0,50.0,197155.767637,0.918573881314,4656.22175718,2000.0,5856.22175718,1.0,1000.0,250.0
841.013354012,1000.0,TestOperatingCost,439.048789753,55.9360025385,100.413857394,116.783564313,1000.0,4e8da2c8-c87d-4739-8cbf-70e923016ead,2.0,2.0,1020.0,1020.0,7008.60390818,576.288318325,550.0,50.0,169717.825459,1.67465144686,3214.14290898,2000.0,4414.14290898,0.0,1000.0,250.0
547.834268959,1000.0,TestOperatingCost,690.968921764,55.3210046047,107.146124441,172.169144106,1000.0,1fa69d63-d4b4-440e-862b-9f5210747e30,2.0,2.0,1020.0,1020.0,6453.89534109,725.256039141,550.0,50.0,97517.0608299,6.53389888113,1942.74927628,2000.0,3142.74927628,0.0,1000.0,250.0
389.765274667,1000.0,TestOperatingCost,185.841408607,40.7721223942,72.0968888964,89.8791785523,1000.0,f48db5f0-ed4e-4b87-b946-eea172c49aa8,2.0,2.0,1020.0,1020.0,1357.53257087,297.032760078,550.0,50.0,150459.167654,0.49697986124,3870.24614904,2000.0,5070.24614904,1.0,1000.0,250.0
402.942031472,1000.0,TestOperatingCost,98.8406462882,77.2328996378,56.629551282,175.034805797,1000.0,91b8e49f-fb50-4ff8-a597-85aeed9cb205,2.0,2.0,1020.0,1020.0,163.201302465,467.216256197,550.0,50.0,42857.3348152,6.7527281343,734.910342823,2000.0,1934.91034282,1.0,1000.0,250.0
986.275318934,1000.0,TestOperatingCost,1891.6330585,34.258825629,133.819198212,253.665524984,1000.0,5e845d8d-6165-4983-9871-f128ce5a13a4,2.0,2.0,1020.0,1020.0,6066.51889237,95.5155085044,550.0,50.0,110150.19929,9.18199948926,3395.23570255,2000.0,4595.23570255,0.0,1000.0,250.0
449.368155415,1000.0,TestOperatingCost,357.964097728,44.9101428976,817.250652829,1359.35500004,1000.0,48c74382-bc91-4b9d-bd38-734170a0c626,2.0,2.0,1020.0,1020.0,813.396962561,988.624083272,550.0,50.0,76146.2817,9.97579863047,1875.52525971,2000.0,3075.52525971,1.0,1000.0,250.0
715.918376855,1000.0,TestOperatingCost,363.591425655,64.4283311869,94.3692185698,117.666804562,1000.0,d3cfd86c-bb71-4d25-aa56-be77a087be6a,2.0,2.0,1020.0,1020.0,7727.66086017,698.298963791,550.0,50.0,110987.968266,3.11373634878,1902.65781562,2000.0,3102.65781562,0.0,1000.0,250.0
666.058583196,1000.0,TestOperatingCost,378.219155649,39.9991652876,36.1010278132,62.4676466984,1000.0,754d4a01-246f-4fa3-b142-28c6c1de6ee7,2.0,2.0,1020.0,1020.0,4188.33994612,605.359442455,550.0,50.0,66536.0384772,3.72135017117,1843.43567419,2000.0,3043.43567419,0.0,1000.0,250.0
740.908094782,1000.0,TestOperatingCost,678.178624875,53.2358075992,108.686841599,195.77827189,1000.0,83122178-c43b-47cc-b970-b8f93d68d604,2.0,2.0,1020.0,1020.0,652.086940259,280.881965616,550.0,50.0,68511.3826158,7.78805922557,1466.94173538,2000.0,2666.94173538,0.0,1000.0,250.0
106.67895337,1000.0,TestOperatingCost,240.636770349,77.3993171146,957.722338091,1226.85792394,1000.0,a6964a9d-977b-412b-8a6d-af61bc3d22c8,2.0,2.0,1020.0,1020.0,6963.13979715,179.640707617,550.0,50.0,160828.214701,3.33740422825,2257.9022438,2000.0,3457.9022438,1.0,1000.0,250.0
