"alum_rho","alum_stress","BatteryMass","bid_bearing","bid_minThk","bid_rho","bid_shear","bid_stress","canard_mass","canopy_rho","canopy_thk","CfgID","ConstraintsTest","core_minThk","core_rho","CostPerFlight","CruiseSpeed","ENominal","EReserve","fc","fuselage_mass","fuselageHeight","fuselageLength","glue_rho","glue_thk","GUID","hops","hops.1","loiterTime","loiterTime.1","MaxTakeoffMass","MotorMass","paint_rho","paint_thk","PartsPerTool","payload_mass","prop_mass","Range","rib_thk","rib_width","RotorRadius","steel_shear","tNominal","tReserve","uni_rho","uni_stress","Vehicle","winglet"
2800,3.5e+08,874.852173458,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,502.95091886,38.9964103414,66.6123735004,129.338898813,0.4,500,1.65,5,1800,0.000254,"ab0c695b-78ae-4e3d-9bcb-618ff9aa844a",2,2,1020,1020,1903.94384296,938.763143605,1800,0.00015,1000,550,50,47011.1438469,0.0015,0.0254,6.48458379895,5e+08,1385.52490435,786.009123628,1660,4.5e+08,0,0.2
2800,3.5e+08,185.068845389,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,126.203005512,75.912103808,115.961882732,135.676243442,0.4,500,1.65,5,1800,0.000254,"ae2cfb82-5cc5-4435-b252-aebc94838330",2,2,1020,1020,4130.40903908,244.211190857,1800,0.00015,1000,550,50,173235.53212,0.0015,0.0254,3.8909239842,5e+08,2462.05415777,1874.80661356,1660,4.5e+08,1,0.2
2800,3.5e+08,140.648160428,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,317.416955629,67.8548853578,336.298084575,439.608687558,0.4,500,1.65,5,1800,0.000254,"b360ac54-89bc-405e-851f-fb0e849bf821",2,2,1020,1020,7414.34964033,764.251792515,1800,0.00015,1000,550,50,163308.049283,0.0015,0.0254,9.90144193015,5e+08,2586.72500472,7681.58904957,1660,4.5e+08,1,0.2
2800,3.5e+08,447.200649007,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,180.597710336,75.8852235787,137.15809638,182.257473107,0.4,500,1.65,5,1800,0.000254,"a5d093bc-2314-40dd-bf27-409d1d3d9f3b",2,2,1020,1020,1353.83596499,125.070271603,1800,0.00015,1000,550,50,150614.97662,0.0015,0.0254,7.01283122846,5e+08,2164.77344491,793.538500237,1660,4.5e+08,1,0.2
2800,3.5e+08,620.234603584,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,990.114697189,33.7234144696,67.8829856112,111.265501812,0.4,500,1.65,5,1800,0.000254,"05191918-2743-4bf2-8098-86451792b8e4",2,2,1020,1020,8644.13374523,333.225222895,1800,0.00015,1000,550,50,155110.18857,0.0015,0.0254,5.03896377114,5e+08,4779.48053925,408.221348247,1660,4.5e+08,0,0.2
2800,3.5e+08,204.344402623,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,138.45379378,43.934700737,50.2581335621,66.163556369,0.4,500,1.65,5,1800,0.000254,"015826c4-e0f7-4105-b650-e75371de5c00",2,2,1020,1020,1936.93258702,448.471261562,1800,0.00015,1000,550,50,136477.105101,0.0015,0.0254,2.7985757942,5e+08,3286.36246092,118.737740496,1660,4.5e+08,1,0.2
2800,3.5e+08,869.535372527,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,157.745380229,43.1663516379,32.6378101856,60.6771658619,0.4,500,1.65,5,1800,0.000254,"d0db421e-a4a8-4017-a640-b722b3bd64f2",2,2,1020,1020,9628.95895046,791.608436977,1800,0.00015,1000,550,50,41650.8318049,0.0015,0.0254,0.934459132591,5e+08,1144.89117622,38.4188655286,1660,4.5e+08,0,0.2
2800,3.5e+08,487.436181258,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,301.806980399,56.9089640155,233.659711068,318.736369217,0.4,500,1.65,5,1800,0.000254,"23a8c97b-1cbe-45ac-bb0d-98869a06d691",2,2,1020,1020,798.428430484,453.359313663,1800,0.00015,1000,550,50,165293.903934,0.0015,0.0254,8.34700775188,5e+08,3084.5319449,221.515784164,1660,4.5e+08,1,0.2
2800,3.5e+08,169.278911591,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,54.8227259083,54.8798455312,76.5985319373,177.743165873,0.4,500,1.65,5,1800,0.000254,"00e579c6-ceba-471a-884c-682693bffe9c",2,2,1020,1020,6305.6643193,260.507975174,1800,0.00015,1000,550,50,27819.8432529,0.0015,0.0254,0.821318750401,5e+08,686.92276889,36.962789292,1660,4.5e+08,1,0.2
2800,3.5e+08,128.496981974,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,33.1984609195,75.5095848273,15.5966216744,38.126238584,0.4,500,1.65,5,1800,0.000254,"fd93e691-0dd2-4bc8-9de2-fd3029c83ee6",2,2,1020,1020,4647.24918917,126.157262073,1800,0.00015,1000,550,50,13406.8593097,0.0015,0.0254,1.80329594006,5e+08,357.551755057,52.8945869098,1660,4.5e+08,1,0.2
2800,3.5e+08,738.59599778,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",1,0.0064,52,365.934135646,71.1118616224,121.593910753,227.167856327,0.4,500,1.65,5,1800,0.000254,"78cee4f2-a5eb-4a1a-a673-c9d90e0c4d81",2,2,1020,1020,2046.68166013,71.3836494989,1800,0.00015,1000,550,50,30082.7562847,0.0015,0.0254,8.62286677805,5e+08,603.034295522,1801.58897366,1660,4.5e+08,0,0.2
2800,3.5e+08,418.827137462,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,592.682898882,38.8751480773,561.84869365,712.218411353,0.4,500,1.65,5,1800,0.000254,"b24847cc-8e8d-43ce-8c3e-fdf6e24a6990",2,2,1020,1020,7110.95826383,781.79412923,1800,0.00015,1000,550,50,185603.443966,0.0015,0.0254,9.5155417631,5e+08,4954.34693231,8957.7321694,1660,4.5e+08,1,0.2
2800,3.5e+08,965.338325209,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,268.572023125,67.8925102902,187.033358913,262.527881257,0.4,500,1.65,5,1800,0.000254,"bfc30f5b-8a35-4c9b-9dc5-408151c357f6",2,2,1020,1020,7060.79959916,305.961851579,1800,0.00015,1000,550,50,117339.864203,0.0015,0.0254,8.35164136049,5e+08,1908.31824455,8422.41756151,1660,4.5e+08,1,0.2
2800,3.5e+08,241.609741546,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,156.780717483,57.6491280324,128.821986407,229.914802788,0.4,500,1.65,5,1800,0.000254,"8083cda3-2c4d-40e3-8164-4facd216445d",2,2,1020,1020,2851.23801525,798.604606501,1800,0.00015,1000,550,50,63656.8309899,0.0015,0.0254,9.07867132841,5e+08,1284.21151477,3521.5024027,1660,4.5e+08,1,0.2
2800,3.5e+08,686.527673542,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,223.208386446,41.5323785092,29.017635035,39.785524781,0.4,500,1.65,5,1800,0.000254,"5564f24f-7e77-4fff-b18d-1d89d896af7c",2,2,1020,1020,1369.2137514,293.622557816,1800,0.00015,1000,550,50,97566.7686349,0.0015,0.0254,1.66713769308,5e+08,2529.17363602,21.2292364417,1660,4.5e+08,0,0.2
2800,3.5e+08,326.767751608,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,89.9176742574,56.720089556,163.820422298,331.412687764,0.4,500,1.65,5,1800,0.000254,"46b90838-cad4-41c3-83b3-f01361fe34cc",2,2,1020,1020,9078.0821611,415.40764879,1800,0.00015,1000,550,50,37655.7479891,0.0015,0.0254,0.879914423274,5e+08,843.88731548,134.654612194,1660,4.5e+08,1,0.2
2800,3.5e+08,964.770150992,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,291.891031859,65.4651137099,172.172242315,226.622783296,0.4,500,1.65,5,1800,0.000254,"2150f8f3-5779-4a79-ae5c-188dd6109dea",2,2,1020,1020,3635.44966868,782.40695448,1800,0.00015,1000,550,50,148629.892866,0.0015,0.0254,6.96454341911,5e+08,2450.36790198,1827.90701283,1660,4.5e+08,1,0.2
2800,3.5e+08,163.435740472,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,161.470026774,33.9080999173,29.1462459792,60.9443092313,0.4,500,1.65,5,1800,0.000254,"9643b352-50bf-481e-a41e-d64b9a7f91a2",2,2,1020,1020,5960.65584363,336.332715796,1800,0.00015,1000,550,50,25786.5448721,0.0015,0.0254,4.17167217073,5e+08,940.483333923,239.400066802,1660,4.5e+08,0,0.2
2800,3.5e+08,594.539257373,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,698.783143052,36.0433324137,58.4192950321,87.9429005912,0.4,500,1.65,5,1800,0.000254,"f53f4ebe-2886-4403-ae33-a964ad37bc7f",2,2,1020,1020,8415.15729216,972.433707004,1800,0.00015,1000,550,50,153153.533603,0.0015,0.0254,3.80963078103,5e+08,4429.15021302,198.414725174,1660,4.5e+08,0,0.2
2800,3.5e+08,395.191570119,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,76.854521298,71.146762477,73.1880826194,171.485041877,0.4,500,1.65,5,1800,0.000254,"4fd85263-17e5-499d-9b4c-b4f1e7b8772c",2,2,1020,1020,9892.21581111,968.65923581,1800,0.00015,1000,550,50,21733.7753461,0.0015,0.0254,1.47127476262,5e+08,485.478065191,230.720897705,1660,4.5e+08,1,0.2
2800,3.5e+08,777.526862861,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,142.029534661,79.2969821786,66.7361624628,120.146775096,0.4,500,1.65,5,1800,0.000254,"a026e2b1-4446-4e5b-b711-c02ea7a9f59d",2,2,1020,1020,4121.20545829,679.471964555,1800,0.00015,1000,550,50,46135.8700758,0.0015,0.0254,7.7952156839,5e+08,761.811171223,513.056283698,1660,4.5e+08,1,0.2
2800,3.5e+08,576.326651657,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,293.9790795,35.3559725599,219.740652727,346.355726179,0.4,500,1.65,5,1800,0.000254,"6c62fd34-acf2-44e6-842b-f595bc039ae6",2,2,1020,1020,9242.80802073,784.680239704,1800,0.00015,1000,550,50,77199.0215096,0.0015,0.0254,8.39080782861,5e+08,2363.47894061,1354.64493197,1660,4.5e+08,1,0.2
2800,3.5e+08,115.238522183,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,232.382124094,57.4343878877,81.8913384788,95.9870247591,0.4,500,1.65,5,1800,0.000254,"fcdd7c8b-5340-4011-9ac1-2ed61b26b62d",2,2,1020,1020,3004.6199476,718.090203543,1800,0.00015,1000,550,50,147013.082694,0.0015,0.0254,2.16160171679,5e+08,2739.6700531,44.071115239,1660,4.5e+08,0,0.2
2800,3.5e+08,924.317772849,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,1247.70384425,31.4840994568,90.712342959,174.115477124,0.4,500,1.65,5,1800,0.000254,"4cebf1c3-834e-493a-9e4a-c30b2f3d4316",2,2,1020,1020,4364.6379032,302.616783303,1800,0.00015,1000,550,50,91654.6770993,0.0015,0.0254,7.5592467259,5e+08,3091.14177253,1237.86029049,1660,4.5e+08,0,0.2
2800,3.5e+08,357.806700243,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,68.1882166524,60.1706826531,21.5742658809,86.3363390517,0.4,500,1.65,5,1800,0.000254,"91aa817c-576a-4f1a-989a-32c2a091916a",2,2,1020,1020,347.432975309,191.221940811,1800,0.00015,1000,550,50,14770.5190527,0.0015,0.0254,7.65674536058,5e+08,425.477006433,146.070864385,1660,4.5e+08,1,0.2
2800,3.5e+08,504.62700051,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",1,0.0064,52,1465.14776828,56.7551826591,189.348716396,279.571529747,0.4,500,1.65,5,1800,0.000254,"febfb4c2-d53d-416a-af55-89087b88d2c1",2,2,1020,1020,8433.69486754,280.728013793,1800,0.00015,1000,550,50,190988.20588,0.0015,0.0254,7.82926834842,5e+08,3545.12362276,1389.43061115,1660,4.5e+08,0,0.2
2800,3.5e+08,564.891536846,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,219.978165154,64.4615538332,113.744143852,144.520896754,0.4,500,1.65,5,1800,0.000254,"da1667cd-84d4-4155-af75-f58b6951c963",2,2,1020,1020,5752.01930677,959.531820658,1800,0.00015,1000,550,50,154074.493764,0.0015,0.0254,4.63100639869,5e+08,2570.17654093,1046.1283618,1660,4.5e+08,1,0.2
2800,3.5e+08,165.769262209,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,185.022891355,49.597283517,100.333917343,139.021193271,0.4,500,1.65,5,1800,0.000254,"8e233b2e-75c0-47ab-8359-2c1adacc704b",2,2,1020,1020,5744.03937426,986.585600227,1800,0.00015,1000,550,50,126092.935335,0.0015,0.0254,4.77796063759,5e+08,2722.33551504,1047.37571765,1660,4.5e+08,1,0.2
2800,3.5e+08,248.493664036,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,121.387128442,74.0617149416,122.650286623,132.719360732,0.4,500,1.65,5,1800,0.000254,"c0ecfafb-cf14-4032-8daf-6b636742db91",2,2,1020,1020,1978.26494729,130.453829044,1800,0.00015,1000,550,50,144906.008267,0.0015,0.0254,0.4535462779,5e+08,2136.55755988,7.60650843636,1660,4.5e+08,0,0.2
2800,3.5e+08,348.959555888,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,102.077156679,33.6448531977,45.4729397015,86.5899564845,0.4,500,1.65,5,1800,0.000254,"da4c25ff-968c-4c58-90cd-10d601e6aab3",2,2,1020,1020,8852.48416496,700.022012731,1800,0.00015,1000,550,50,34998.3754262,0.0015,0.0254,3.08477350635,5e+08,1220.22969637,249.830474192,1660,4.5e+08,1,0.2
2800,3.5e+08,48.9311617924,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,285.668264523,34.9460835559,261.971223234,354.328397748,0.4,500,1.65,5,1800,0.000254,"83067315-3127-4ecf-84f9-bd9d46d28a4c",2,2,1020,1020,9166.92393479,389.245248108,1800,0.00015,1000,550,50,129290.51001,0.0015,0.0254,6.99785764579,5e+08,3879.7138693,1239.71429171,1660,4.5e+08,1,0.2
2800,3.5e+08,524.753172272,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",1,0.0064,52,670.884171786,34.434796555,114.53274056,229.68876373,0.4,500,1.65,5,1800,0.000254,"5879f8ae-08a0-44fc-bf73-da3a37104fa2",2,2,1020,1020,4889.69936299,241.812704432,1800,0.00015,1000,550,50,35137.1848809,0.0015,0.0254,9.00120979633,5e+08,1200.39763252,2057.49442072,1660,4.5e+08,0,0.2
2800,3.5e+08,380.714352085,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,143.923004961,65.1477424555,149.093051721,197.456491269,0.4,500,1.65,5,1800,0.000254,"d47441d3-e021-47b5-b8ae-01847d6d5179",2,2,1020,1020,7376.45505804,495.400493863,1800,0.00015,1000,550,50,131562.279918,0.0015,0.0254,1.71710670734,5e+08,2199.44495634,2922.15451294,1660,4.5e+08,1,0.2
2800,3.5e+08,469.191852476,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,1836.8678016,35.728272215,113.22619528,200.676130045,0.4,500,1.65,5,1800,0.000254,"0ebe473f-0a0d-45d7-9223-74c47d217341",2,2,1020,1020,6481.18816993,849.933695138,1800,0.00015,1000,550,50,155264.743254,0.0015,0.0254,7.72662284926,5e+08,4525.71093501,1328.73587697,1660,4.5e+08,0,0.2
2800,3.5e+08,13.9434938011,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,332.876696823,66.7911141136,98.1783165203,134.259929101,0.4,500,1.65,5,1800,0.000254,"ad4ce396-e3f3-461e-971d-48f117bcd2a1",2,2,1020,1020,610.507158323,863.51483169,1800,0.00015,1000,550,50,106088.058557,0.0015,0.0254,4.71079107937,5e+08,1768.35587586,310.074649031,1660,4.5e+08,0,0.2
2800,3.5e+08,157.384050573,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",1,0.0064,52,1128.74402254,48.8064031396,122.050576795,195.134728022,0.4,500,1.65,5,1800,0.000254,"2df27c9b-96fb-49dd-853e-e5dd62445ca6",2,2,1020,1020,1345.90941398,155.972714109,1800,0.00015,1000,550,50,158130.41891,0.0015,0.0254,7.06906610698,5e+08,3419.95231644,1006.73344605,1660,4.5e+08,0,0.2
2800,3.5e+08,700.963817547,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,103.246712251,31.3054366313,10.8174918171,23.9013100566,0.4,500,1.65,5,1800,0.000254,"cd68f069-63cc-41dd-abd4-bdc3756d7baa",2,2,1020,1020,1586.69973611,159.394060335,1800,0.00015,1000,550,50,29074.1231686,0.0015,0.0254,2.21454876873,5e+08,1108.72441011,1178.34198191,1660,4.5e+08,1,0.2
2800,3.5e+08,78.2655767784,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,206.733040482,44.3046434363,32.496556267,51.499152299,0.4,500,1.65,5,1800,0.000254,"7a578e1c-bdb8-4477-8ed8-d5ae5bb2c59c",2,2,1020,1020,466.36290617,981.235510602,1800,0.00015,1000,550,50,70737.3624027,0.0015,0.0254,3.05473829926,5e+08,1776.61283595,90.9037937215,1660,4.5e+08,0,0.2
2800,3.5e+08,97.5912689746,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,263.086089335,49.1523855664,213.043249468,297.638742901,0.4,500,1.65,5,1800,0.000254,"04af9d82-a3d6-40bb-b527-1b7ba50f8387",2,2,1020,1020,8700.82626612,950.639661445,1800,0.00015,1000,550,50,131438.586411,0.0015,0.0254,7.48901531613,5e+08,2854.10390962,15772.2410337,1660,4.5e+08,1,0.2
2800,3.5e+08,358.668491187,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,235.570165316,44.8078483976,170.190672978,270.216283046,0.4,500,1.65,5,1800,0.000254,"68f1c213-2c5d-408a-9b02-a95de27153ac",2,2,1020,1020,8446.91690764,975.88460609,1800,0.00015,1000,550,50,84675.3380048,0.0015,0.0254,7.96319719154,5e+08,2069.7434497,18201.5749426,1660,4.5e+08,1,0.2
2800,3.5e+08,441.601291404,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,211.738568865,53.368326098,164.780651691,242.377591909,0.4,500,1.65,5,1800,0.000254,"da85cb17-7d28-4f8d-a1c6-0b40ee216236",2,2,1020,1020,1930.60266419,353.692238542,1800,0.00015,1000,550,50,110445.494521,0.0015,0.0254,7.65718326186,5e+08,2249.4951968,3726.62553658,1660,4.5e+08,1,0.2
2800,3.5e+08,542.579913266,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,375.357353176,51.6267841573,287.715323096,379.710893937,0.4,500,1.65,5,1800,0.000254,"e3b287b7-aa8f-4033-a5b7-0389d384c237",2,2,1020,1020,3655.78285722,973.46000848,1800,0.00015,1000,550,50,165993.520681,0.0015,0.0254,8.20587135533,5e+08,3395.25974145,8625.5775073,1660,4.5e+08,1,0.2
2800,3.5e+08,234.956309088,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,253.039419719,37.6277825462,30.9798090321,49.9138472635,0.4,500,1.65,5,1800,0.000254,"2b9bce41-54da-49a9-8aff-d9d87fee5da1",2,2,1020,1020,2026.63864433,41.1187771135,1800,0.00015,1000,550,50,88388.1035794,0.0015,0.0254,2.97763360484,5e+08,2529.0117567,90.1494984235,1660,4.5e+08,0,0.2
2800,3.5e+08,394.217722272,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,179.883660505,44.2445942651,307.751102506,427.802096482,0.4,500,1.65,5,1800,0.000254,"1271ee99-b6f0-42c7-83f7-395d09cca874",2,2,1020,1020,7420.17042798,634.805679672,1800,0.00015,1000,550,50,101425.834217,0.0015,0.0254,0.878409349877,5e+08,2472.38929414,322.743312586,1660,4.5e+08,1,0.2
2800,3.5e+08,485.465309546,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,330.267352729,34.1069407638,25.2229261204,37.8859168837,0.4,500,1.65,5,1800,0.000254,"a3e52e0f-dc73-4eb6-befe-978463f968c8",2,2,1020,1020,234.235317694,832.524612513,1800,0.00015,1000,550,50,114232.155739,0.0015,0.0254,2.14295737182,5e+08,3529.23488243,33.9806931356,1660,4.5e+08,0,0.2
2800,3.5e+08,748.322167519,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,334.038683085,50.6882711744,82.4465072667,101.936864101,0.4,500,1.65,5,1800,0.000254,"846b292d-5e02-46b7-8171-3970979b1684",2,2,1020,1020,8262.99204407,128.885776884,1800,0.00015,1000,550,50,154792.620229,0.0015,0.0254,2.36462557063,5e+08,3233.81534312,71.9634579406,1660,4.5e+08,0,0.2
2800,3.5e+08,98.9703646122,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,214.569141499,51.9333511753,71.5139224782,86.0456701138,0.4,500,1.65,5,1800,0.000254,"8a2a8f52-72d7-49bc-8ed0-53a0d7024a22",2,2,1020,1020,4961.67905587,410.701858801,1800,0.00015,1000,550,50,146055.713977,0.0015,0.0254,1.91114539888,5e+08,2992.36836582,40.8318115687,1660,4.5e+08,0,0.2
2800,3.5e+08,645.27164718,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,136.130029649,63.8590243331,54.57020405,80.0545027949,0.4,500,1.65,5,1800,0.000254,"59a1fdb0-5a60-4349-979a-d326f91536f5",2,2,1020,1020,5353.0014336,421.037132911,1800,0.00015,1000,550,50,81609.0043498,0.0015,0.0254,3.95856206642,5e+08,1457.95570324,171.747493993,1660,4.5e+08,1,0.2
2800,3.5e+08,874.419217758,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,175.186364429,74.1518105246,55.8846581837,69.1126447363,0.4,500,1.65,5,1800,0.000254,"232a82d8-3ce5-40e2-9227-ac223bb10c21",2,2,1020,1020,1948.78598963,904.245137542,1800,0.00015,1000,550,50,114328.960774,0.0015,0.0254,3.21048233482,5e+08,1721.82291659,49.1847784656,1660,4.5e+08,1,0.2
2800,3.5e+08,489.043640895,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,351.860924136,69.9602036675,167.823452959,189.890961566,0.4,500,1.65,5,1800,0.000254,"be9866ca-cda7-4e05-96eb-776b5585d553",2,2,1020,1020,6644.68185281,246.36228645,1800,0.00015,1000,550,50,187108.200564,0.0015,0.0254,3.04943655537,5e+08,2854.49479497,112.372485841,1660,4.5e+08,0,0.2
2800,3.5e+08,344.241314302,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,202.51564233,74.381371823,148.726186758,165.792794546,0.4,500,1.65,5,1800,0.000254,"947995ae-00be-4090-9665-51003beb3d66",2,2,1020,1020,6868.25928295,145.195632121,1800,0.00015,1000,550,50,149817.248401,0.0015,0.0254,2.09415524239,5e+08,2194.17700062,54.4085837112,1660,4.5e+08,0,0.2
2800,3.5e+08,652.147131116,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,311.248883208,67.3620474913,231.943983801,287.377380811,0.4,500,1.65,5,1800,0.000254,"0f051a0e-38c3-41a6-b32a-fffc070e462c",2,2,1020,1020,5049.13830761,709.49522197,1800,0.00015,1000,550,50,194456.08519,0.0015,0.0254,7.07991513344,5e+08,3066.73062106,562.404567106,1660,4.5e+08,1,0.2
2800,3.5e+08,991.406052712,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,583.796777865,55.048310005,99.9317186382,137.281863133,0.4,500,1.65,5,1800,0.000254,"e0d0c5c9-ad4f-4458-b583-164ced4168c2",2,2,1020,1020,4946.45471035,96.8043547545,1800,0.00015,1000,550,50,143083.329988,0.0015,0.0254,4.69459358966,5e+08,2779.23201956,323.925483497,1660,4.5e+08,0,0.2
2800,3.5e+08,224.481375057,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,646.453400531,31.6376462169,40.8062260493,62.4504556345,0.4,500,1.65,5,1800,0.000254,"04b77ad9-14e7-447a-bbc4-a78d11fa10d5",2,2,1020,1020,1246.27634702,494.932415592,1800,0.00015,1000,550,50,174628.473792,0.0015,0.0254,3.33923976996,5e+08,5699.64177724,119.324569703,1660,4.5e+08,0,0.2
2800,3.5e+08,288.830162301,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,165.821124781,58.5939843705,140.035509388,237.488445033,0.4,500,1.65,5,1800,0.000254,"bf1cab27-47a1-4837-b28e-4faa568e64e0",2,2,1020,1020,1948.92695833,501.62430858,1800,0.00015,1000,550,50,73977.8525607,0.0015,0.0254,9.00027269522,5e+08,1442.55030027,2263.57907347,1660,4.5e+08,1,0.2
2800,3.5e+08,965.433459307,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,179.563198935,77.5954903467,102.072337341,184.04747926,0.4,500,1.65,5,1800,0.000254,"24c8a070-d1dd-43fe-ba0a-2f11af514a6a",2,2,1020,1020,8314.83501704,235.615736314,1800,0.00015,1000,550,50,49611.1520311,0.0015,0.0254,9.5048986491,5e+08,819.356125072,11189.1124815,1660,4.5e+08,1,0.2
2800,3.5e+08,833.690751101,4e+08,0.00042,1660,4.7e+07,2.75e+08,200,1180,0.003175,"TestWingMass",0,0.0064,52,285.812904953,36.3537001874,237.949222412,385.258558404,0.4,500,1.65,5,1800,0.000254,"5e6b8d86-69e8-421f-a1aa-3e3c9cc855fa",2,2,1020,1020,2845.56289072,37.1665120772,1800,0.00015,1000,550,50,72918.2597132,0.0015,0.0254,9.31035142545,5e+08,2185.80021668,3622.47101666,1660,4.5e+08,1,0.2
