CfgID,CruiseSpeed,EReserve,GUID,MaxTakeoffMass,Range,RotorRadius,tReserve,Vehicle
TestReserveMission,76.7668419278,187.907860305,efd5a444-7e26-46e5-a41b-b817785be286,8254.57555293,20036.6057156,7.71148051622,1641.00599181,0.0
TestReserveMission,77.36218015,408.5738201,045fc361-7a32-4a39-8803-77860812cac8,9335.39014094,117696.916758,1.64270951794,2901.37538691,1.0
TestReserveMission,58.5400702925,67.4711284929,567aa5bd-e8bc-4a5d-8c69-7e639cbb17cb,6037.70886506,57912.8320087,2.9873542887,2369.28531721,0.0
TestReserveMission,43.1853390524,150.815123487,7ff12493-e7ec-4ab8-9f07-4aa39cb7abab,6295.44155796,35319.35789,7.02516971967,2197.85528758,0.0
TestReserveMission,65.1971762376,99.4458907209,cbf3eabd-69ea-428e-ba05-34d4a769a484,7527.50730839,98377.3900632,2.17824788733,2888.92102604,0.0
TestReserveMission,67.6694243298,67.6735633737,e48eb625-a6ec-4934-b8cf-35d1aa4e5558,3195.74111112,54763.2700398,2.77995235842,2189.27642849,0.0
TestReserveMission,72.7556960449,292.387267069,4d0c035e-41f4-4a3a-9e71-6eec65019aea,4734.52618901,134367.080157,8.01365440023,3226.82557465,0.0
TestReserveMission,74.8084814523,210.862028186,2bfb38d3-3128-4b40-abb5-8d8d122d0b29,4841.68118062,89149.4415325,6.79448799064,2571.70232842,0.0
TestReserveMission,70.034534809,127.157112321,ef38e90d-c952-427b-ad86-d1e16bcc2c11,174.530739024,135330.019161,3.08669137555,3312.33266317,0.0
TestReserveMission,60.6176127487,853.421559467,40a10037-fb11-4497-b65b-13a2b42093d2,9209.16861806,75597.3477853,1.53916955536,2627.11852476,1.0
TestReserveMission,76.7253293385,204.045481513,030c4ba5-0315-4c3d-b66d-5f6474559b5b,5358.97171668,73681.387584,6.8663603129,2340.32676848,0.0
TestReserveMission,69.4779364455,112.268214452,71193f3c-2a09-4bb6-9ee3-5d8a1e8d9ec1,2674.49801601,112303.384846,2.28358279528,2996.38918182,1.0
TestReserveMission,59.33238522,164.062837356,01f3f24a-d422-4421-9ceb-e4eea62b44ac,931.231410336,87076.6082538,6.51074421792,2847.60673671,0.0
TestReserveMission,69.507033965,57.6243278312,366378d3-29b2-4ef2-8197-c3f866e7cd9b,6336.55430158,11888.0660256,3.77633864862,1551.03399969,0.0
TestReserveMission,30.805623471,72.1826994259,68c5e265-a6c5-406b-ab23-fced66c39ef7,5993.38271964,27556.7146766,4.68411153248,2274.53520402,0.0
TestReserveMission,35.820344048,273.972971779,514b149c-2449-4167-8536-f66f27116146,5655.10523023,78577.2160813,9.69082906684,3573.64772086,0.0
TestReserveMission,56.6317298293,498.132020549,5f88f0fd-56d2-48e6-9042-e2a05aa537ad,9571.39117149,137128.100018,5.00285347735,3801.4005193,1.0
TestReserveMission,75.5375965568,228.936180049,6882e2ad-f2dd-4c3f-9814-b63dbb5529eb,6703.09800479,46763.9389745,8.13082807908,1999.08163757,0.0
TestReserveMission,33.804412913,127.0214998,565ffa01-7e86-45a3-bae1-dbf09c3bb97f,9763.72266142,75033.3168322,6.12964614736,3599.63082232,0.0
TestReserveMission,46.5999286971,93.1974762629,679f13e3-f3e9-45a1-ae37-13b33e9ea2ab,4197.66305293,60954.7463816,4.90740467241,2688.04376929,0.0
TestReserveMission,44.1083552158,295.102718307,43214e76-35f0-4cc7-9baf-ab4477226dfc,6894.72064627,140940.144296,9.51285928859,4575.31625259,0.0
TestReserveMission,48.0820387059,190.691830489,ecf72f3e-2537-4842-aa98-9db32e874cdb,8638.08039345,15439.1667292,8.11349914766,1701.10050124,0.0
TestReserveMission,46.0087036,28.9315444851,0d6a1d73-f76e-4558-a60e-6fd3a1d345d6,2630.13274768,16826.8090894,2.40886951961,1745.73099811,0.0
TestReserveMission,35.6274500975,474.412938796,6bd06250-6f79-4c50-a431-a659c2c8731d,9820.43298198,65368.3489526,3.586633463,3214.7748372,1.0
TestReserveMission,72.5042386129,223.59683412,1e05b190-4875-447f-a522-924cd2d8e5d4,1384.44717166,167164.418111,5.71410441432,3685.58131923,0.0
TestReserveMission,43.2752494964,1335.16993516,0bea5348-3c90-4bdd-99bd-d46c43d8c39e,8391.03285608,53185.2026374,5.60221105612,2608.99817462,1.0
TestReserveMission,31.20082135,38.0706768987,359830c3-3710-4d89-ac5e-ab35163a026c,8707.75038715,35119.0217755,1.51046628455,2505.58004104,0.0
TestReserveMission,71.1100778349,135.668419373,f8a49f72-9cec-49f1-829c-66dcfec9cbde,5953.88999291,110876.648042,3.52411144711,2939.22551933,0.0
TestReserveMission,51.1511513502,321.523449762,b0f8167e-9ed5-4d83-b6f6-50970a54d436,6291.07829578,199858.197161,9.23128295422,5287.2081837,0.0
TestReserveMission,69.9136381465,113.955369133,e36e0c94-acfa-48e9-b0bd-858f047af9ba,6505.13172471,40849.5521241,5.1759916356,1964.28588766,0.0
TestReserveMission,62.3354459437,230.922333165,1c228987-d45e-4a75-b4d9-454ceabec2d6,8647.48401401,132742.24304,2.97638434048,3509.48252844,1.0
TestReserveMission,52.9700226326,903.577768336,4e889e0e-96e6-41ee-99c4-ad7cd863dc1e,2980.38722645,93573.4114457,8.31330047492,3146.53523626,1.0
TestReserveMission,68.0254101421,909.574717686,1491aa30-dd22-4e9f-94d9-f6adce9056b3,3176.16879144,198780.469577,7.11906445385,4302.15025476,1.0
TestReserveMission,78.819630315,61.4013988961,b76e426e-eaf5-4150-8b1b-6798029f710e,3626.96654737,46512.7200715,1.47147394331,1970.11593794,0.0
TestReserveMission,72.0816826588,233.349417709,6c47bdba-415d-4ccc-81f6-e9e614aa3fd8,510.103333687,185374.449146,5.73400566192,3951.72755003,0.0
TestReserveMission,38.2172650877,64.3520141403,68a0359c-5321-4441-b971-d4dfb17d18c8,1780.28955807,114007.808406,3.4812397288,4363.14932123,0.0
TestReserveMission,76.5857320647,248.761829721,d9875263-5462-4a89-8aae-45630d8ac56b,9256.97780745,139168.961003,5.93084974621,3197.16564236,0.0
TestReserveMission,31.8480325724,701.295526192,451338bf-8f86-4ce2-9c7c-ed08e695c67f,2582.28070233,153102.48568,5.34296257498,6187.28237551,1.0
TestReserveMission,36.7405426332,119.261989179,8c47c3be-da0f-453f-949b-febb7228a9b8,8935.22411683,29635.269017,2.64718720223,2186.60945356,1.0
TestReserveMission,31.0518055895,2770.07418771,f9aaa124-124a-43e5-a246-a0d90341723b,3568.6029438,192984.52877,9.63236004116,7594.92132604,1.0
TestReserveMission,32.9945240753,115.637250723,ff9e2d00-c019-4484-9107-0580098fffde,9022.49274504,15318.9241033,6.19717030725,1844.28686373,0.0
TestReserveMission,42.5654245313,121.187418723,98fda8ea-1086-404b-8002-6a927dfc7c34,7247.05787495,74514.5951376,5.76689483687,3130.58973235,0.0
TestReserveMission,49.7527323638,26.7034336437,16dd9690-1165-4bf5-b7c9-37c4216cae94,3408.77796158,29270.945436,1.34853614408,1968.32840018,0.0
TestReserveMission,66.647113405,1395.69157949,dac73f92-db96-454f-a36a-764b632a1440,1484.48161982,182263.866418,7.39505988153,4114.76009847,1.0
TestReserveMission,77.2445192876,279.971185243,5563ef4a-be5c-4d8d-a578-c394a44764b9,6117.42250618,159334.485684,6.55160930669,3442.72868488,0.0
TestReserveMission,70.9406554808,508.560506313,ee344687-69a4-42b5-86b9-a895a5ccfe3c,6117.40107848,157981.974741,5.51714257127,3606.95961393,1.0
TestReserveMission,58.5229024048,427.795377839,3521d583-0d2b-4a17-9202-554ec214f773,6959.11841838,160856.824706,4.54640270618,4128.61324535,1.0
TestReserveMission,78.5474894872,51.9234739228,94f2bd39-3a7a-4ea2-82b1-8f1e3038912d,9046.66187627,18148.5920015,2.49464568174,1611.05247692,0.0
TestReserveMission,65.5685652315,102.655886654,ee1b3db8-0903-4256-97ce-2408a7ec0808,6296.26740844,47104.4038157,1.61550235988,2098.39918487,1.0
TestReserveMission,70.7169936161,389.074211371,021b536e-ee23-4af1-b603-868c1892c5df,9325.38202864,197336.927585,4.49386192758,4170.51635956,1.0
TestReserveMission,67.1254058268,282.000598443,64d2724a-37b2-4605-b42c-dc54e9ef550f,8514.5917429,187532.199571,6.85278738553,4173.75889444,0.0
TestReserveMission,44.8253674096,321.99723788,7a405731-4235-4d30-ba0a-e2c31bbbb971,3876.8890089,70540.2224789,5.37047215089,2953.66746901,1.0
TestReserveMission,67.7502723529,616.53347493,0bad7a51-8103-44e9-9b24-4b742655edcb,4825.38938747,78899.5648548,8.86372390995,2544.56454144,1.0
TestReserveMission,77.5359779507,224.99496167,5736de3a-a9ed-49e3-99af-ac21c8e0af06,2087.67069421,171179.197508,4.86536058013,3587.73893659,0.0
TestReserveMission,73.1217432336,134.491509417,4f9f5741-8905-4fd6-8a6f-827c545de41a,5066.81664228,14091.2273985,6.55381250008,1572.7091283,0.0
TestReserveMission,68.6260899739,362.121326196,725042a8-b98b-42a3-bfa6-16529ce4b59c,9974.22335275,148288.263519,9.24154562761,3540.81469271,0.0
TestReserveMission,61.0776714313,498.815404743,c78d7254-67ef-4038-a60a-d710eb4bea4a,3271.54838662,47641.6102179,9.1679539278,2160.01680649,1.0
TestReserveMission,70.8709195197,325.268834494,da0607ef-271c-4e2f-bda4-e5d4e0139c81,5411.40921893,45838.7357208,7.88969448975,2026.79188631,1.0
